ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
9011,Robert White,0.2,India,Manufacturing,8392,25,Bangalore,India,Married,3,"PhD, Stanford University",True,2000-03-14
9012,Sarah Taylor,0.2,Brazil,Manufacturing,8392,58,Rio de Janeiro,Brazil,In Relationship,0,"Drop Out, Stanford University",False,1967-03-23
9013,Daniel Taylor,0.2,Germany,Energy,8392,90,Frankfurt,Germany,Divorced,1,"Drop Out, Oxford University",True,1935-03-31
9014,Olivia Thomas,0.2,India,Finance,8392,53,Bangalore,India,In Relationship,3,"PhD, MIT",True,1972-03-21
9015,David Jackson,0.2,China,Real Estate,8392,28,Shenzhen,China,In Relationship,4,"Bachelor of Arts/Science, Harvard University",False,1997-03-15
9016,Olivia White,0.2,France,Finance,8392,28,Paris,France,Married,0,"PhD, Yale University",True,1997-03-15
9017,David White,0.2,Brazil,Real Estate,8392,52,São Paulo,Brazil,Divorced,1,"Bachelor of Arts/Science, MIT",False,1973-03-21
9018,Olivia White,0.2,United States,Real Estate,8392,39,"Los Angeles, CA",United States,In Relationship,0,"Master of Business Administration, Yale University",False,1986-03-18
9019,Emily Anderson,0.2,India,Manufacturing,8392,72,Mumbai,India,Married,0,"PhD, MIT",True,1953-03-26
9020,Daniel Smith,0.2,India,Retail,8392,55,Bangalore,India,Divorced,3,"Bachelor of Arts/Science, Stanford University",True,1970-03-22
9021,David Jackson,0.2,China,Finance,8392,30,Beijing,China,Single,5,"Bachelor of Arts/Science, Stanford University",False,1995-03-16
9022,John Jackson,0.2,Brazil,Technology,8392,63,Brasilia,Brazil,Divorced,2,"Master of Business Administration, Oxford University",True,1962-03-24
9023,Emily White,0.2,Brazil,Healthcare,8392,79,São Paulo,Brazil,Married,5,"Drop Out, Cambridge University",True,1946-03-28
9024,Robert Anderson,0.2,Brazil,Manufacturing,8392,58,São Paulo,Brazil,Single,3,"Master of Business Administration, Harvard University",True,1967-03-23
9025,David Thomas,0.2,India,Real Estate,8392,53,Mumbai,India,Single,0,"PhD, MIT",False,1972-03-21
9026,John Brown,0.2,United States,Finance,8392,36,"Los Angeles, CA",United States,Divorced,5,"Master of Business Administration, Cambridge University",True,1989-03-17
9027,Sophia Johnson,0.2,France,Real Estate,8392,86,Lyon,France,Married,2,"PhD, MIT",False,1939-03-30
9028,Sophia Jackson,0.2,United States,Technology,8392,78,"New York, NY",United States,Divorced,2,"Drop Out, Oxford University",True,1947-03-28
9029,John White,0.2,United States,Retail,8392,48,"Los Angeles, CA",United States,In Relationship,2,"Master of Business Administration, MIT",True,1977-03-20
9030,David Thomas,0.2,United States,Real Estate,8392,27,"New York, NY",United States,Single,2,"Bachelor of Arts/Science, Harvard University",True,1998-03-15
9031,Sarah Martin,0.2,Germany,Real Estate,8392,72,Munich,Germany,Single,2,"PhD, Stanford University",False,1953-03-26
9032,Sophia White,0.2,United States,Technology,8392,48,"Los Angeles, CA",United States,Single,0,"PhD, Stanford University",True,1977-03-20
9033,David Anderson,0.2,Germany,Retail,8392,90,Berlin,Germany,In Relationship,1,"Bachelor of Arts/Science, MIT",False,1935-03-31
9034,Sophia White,0.2,China,Energy,8392,78,Beijing,China,Married,0,"PhD, Stanford University",False,1947-03-28
9035,Olivia Taylor,0.2,France,Technology,8392,73,Paris,France,Single,0,"Master of Business Administration, Stanford University",False,1952-03-26
9036,John Smith,0.2,China,Technology,8392,26,Shanghai,China,Divorced,4,"Bachelor of Arts/Science, Oxford University",False,1999-03-15
9037,Sophia Johnson,0.2,France,Technology,8392,38,Lyon,France,In Relationship,1,"Bachelor of Arts/Science, Cambridge University",False,1987-03-18
9038,Olivia Jackson,0.2,China,Finance,8392,76,Shanghai,China,Divorced,5,"PhD, Stanford University",False,1949-03-27
9039,Olivia Smith,0.2,India,Retail,8392,75,Mumbai,India,Divorced,2,"Master of Business Administration, Cambridge University",False,1950-03-27
9040,John Jackson,0.2,Germany,Healthcare,8392,27,Frankfurt,Germany,In Relationship,0,"PhD, Yale University",True,1998-03-15
9041,Daniel Martin,0.2,Germany,Technology,8392,58,Berlin,Germany,Married,2,"Master of Business Administration, Harvard University",True,1967-03-23
9042,Jane Harris,0.2,China,Finance,8392,45,Shanghai,China,Divorced,4,"Bachelor of Arts/Science, Harvard University",True,1980-03-19
9043,David Thomas,0.2,Brazil,Energy,8392,50,São Paulo,Brazil,Divorced,5,"Master of Business Administration, Yale University",True,1975-03-21
9044,Michael Taylor,0.2,China,Energy,8392,83,Shenzhen,China,Divorced,4,"Master of Business Administration, Stanford University",False,1942-03-29
9045,Emily Jackson,0.2,China,Finance,8392,46,Shanghai,China,Single,2,"Bachelor of Arts/Science, MIT",False,1979-03-20
9046,Michael Jackson,0.2,United States,Retail,8392,79,"Los Angeles, CA",United States,Married,0,"Master of Business Administration, Yale University",False,1946-03-28
9047,Olivia Martin,0.2,Germany,Finance,8392,84,Munich,Germany,Single,4,"Drop Out, Yale University",False,1941-03-29
9048,Sarah Taylor,0.2,France,Healthcare,8392,51,Paris,France,In Relationship,3,"Bachelor of Arts/Science, MIT",True,1974-03-21
9049,Daniel Anderson,0.2,Brazil,Retail,8392,55,São Paulo,Brazil,Married,5,"Master of Business Administration, Yale University",False,1970-03-22
9050,Michael Johnson,0.2,China,Manufacturing,8392,45,Beijing,China,In Relationship,4,"Master of Business Administration, Cambridge University",False,1980-03-19
9051,Sophia Smith,0.2,France,Technology,8392,80,Lyon,France,Single,4,"Drop Out, Oxford University",False,1945-03-28
9052,Daniel Johnson,0.2,United States,Finance,8392,38,"New York, NY",United States,Divorced,1,"PhD, Cambridge University",False,1987-03-18
9053,Robert White,0.2,China,Real Estate,8392,56,Shanghai,China,Married,5,"Bachelor of Arts/Science, Cambridge University",True,1969-03-22
9054,Jane Harris,0.2,Germany,Manufacturing,8392,33,Munich,Germany,In Relationship,1,"PhD, Cambridge University",False,1992-03-16
9055,Sarah Johnson,0.2,United States,Real Estate,8392,52,"Chicago, IL",United States,In Relationship,0,"Master of Business Administration, Harvard University",True,1973-03-21
9056,Sophia Anderson,0.2,Brazil,Healthcare,8392,82,São Paulo,Brazil,In Relationship,2,"Drop Out, Harvard University",False,1943-03-29
9057,Michael Johnson,0.2,United States,Real Estate,8392,82,"New York, NY",United States,In Relationship,2,"Master of Business Administration, Oxford University",False,1943-03-29
9058,Sophia Anderson,0.2,France,Healthcare,8392,28,Lyon,France,Divorced,1,"Bachelor of Arts/Science, Yale University",True,1997-03-15
9059,Sophia Johnson,0.2,India,Retail,8392,39,Mumbai,India,Married,5,"Drop Out, Yale University",False,1986-03-18
9060,Emily White,0.2,India,Finance,8392,55,Delhi,India,Single,3,"PhD, Oxford University",False,1970-03-22
9061,David Jackson,0.2,India,Retail,8392,63,Mumbai,India,Divorced,5,"Drop Out, Stanford University",False,1962-03-24
9062,John Smith,0.2,Brazil,Real Estate,8392,54,São Paulo,Brazil,Single,1,"PhD, MIT",False,1971-03-22
9063,Sophia Brown,0.2,United States,Real Estate,8392,27,"Chicago, IL",United States,Divorced,1,"Master of Business Administration, Oxford University",False,1998-03-15
9064,Sarah Anderson,0.2,Germany,Healthcare,8392,78,Frankfurt,Germany,Single,0,"Master of Business Administration, Harvard University",True,1947-03-28
9065,Sophia Taylor,0.2,France,Retail,8392,29,Lyon,France,In Relationship,4,"Master of Business Administration, Stanford University",False,1996-03-15
9066,John Thomas,0.2,Germany,Technology,8392,38,Frankfurt,Germany,In Relationship,1,"PhD, Cambridge University",True,1987-03-18
9067,John Brown,0.2,United States,Finance,8392,69,"Los Angeles, CA",United States,Married,4,"Drop Out, Yale University",False,1956-03-25
9068,Sophia Thomas,0.2,China,Healthcare,8392,63,Shanghai,China,Divorced,2,"Drop Out, Harvard University",True,1962-03-24
9069,Robert Thomas,0.2,France,Manufacturing,8392,81,Lyon,France,Divorced,5,"PhD, Harvard University",False,1944-03-28
9070,Robert White,0.2,China,Energy,8392,82,Shenzhen,China,Divorced,2,"Master of Business Administration, Cambridge University",False,1943-03-29
9071,Sarah Smith,0.2,China,Real Estate,8392,59,Shanghai,China,In Relationship,0,"Bachelor of Arts/Science, Cambridge University",False,1966-03-23
9072,Jane Brown,0.2,Germany,Energy,8392,82,Berlin,Germany,In Relationship,4,"PhD, Cambridge University",True,1943-03-29
9073,Sarah White,0.2,France,Real Estate,8392,33,Paris,France,Married,4,"Master of Business Administration, Oxford University",False,1992-03-16
9074,Jane Smith,0.2,Germany,Healthcare,8392,41,Munich,Germany,In Relationship,5,"Master of Business Administration, Harvard University",True,1984-03-18
9075,David Taylor,0.2,France,Technology,8392,69,Lyon,France,Married,1,"Drop Out, MIT",True,1956-03-25
9076,Emily Anderson,0.2,Germany,Manufacturing,8392,42,Frankfurt,Germany,Married,0,"Bachelor of Arts/Science, Yale University",True,1983-03-19
9077,Robert Brown,0.2,United States,Technology,8392,26,"Chicago, IL",United States,Single,2,"PhD, Harvard University",True,1999-03-15
9078,Daniel Johnson,0.2,Brazil,Finance,8392,35,Brasilia,Brazil,Divorced,3,"Bachelor of Arts/Science, Oxford University",False,1990-03-17
9079,Jane Anderson,0.2,France,Technology,8392,46,Paris,France,Divorced,0,"Bachelor of Arts/Science, Yale University",True,1979-03-20
9080,Jane Johnson,0.2,France,Energy,8392,88,Lyon,France,In Relationship,1,"Master of Business Administration, Stanford University",False,1937-03-30
9081,John White,0.2,United States,Manufacturing,8392,78,"Los Angeles, CA",United States,Single,2,"Drop Out, Cambridge University",True,1947-03-28
9082,Sarah Thomas,0.2,China,Manufacturing,8392,36,Shenzhen,China,Single,4,"PhD, Stanford University",True,1989-03-17
9083,David Jackson,0.2,France,Healthcare,8392,85,Paris,France,In Relationship,0,"PhD, Yale University",True,1940-03-29
9084,Emily White,0.2,Germany,Healthcare,8392,54,Munich,Germany,Single,0,"PhD, Harvard University",False,1971-03-22
9085,David Anderson,0.2,Brazil,Finance,8392,54,São Paulo,Brazil,Divorced,4,"Bachelor of Arts/Science, Stanford University",True,1971-03-22
9086,Jane Harris,0.2,France,Retail,8392,88,Paris,France,Divorced,1,"Bachelor of Arts/Science, MIT",False,1937-03-30
9087,David Jackson,0.2,China,Finance,8392,63,Beijing,China,In Relationship,5,"Master of Business Administration, Oxford University",True,1962-03-24
9088,Daniel Taylor,0.2,China,Healthcare,8392,84,Beijing,China,Divorced,2,"Master of Business Administration, Harvard University",False,1941-03-29
9089,Robert Smith,0.2,United States,Healthcare,8392,80,"Chicago, IL",United States,In Relationship,0,"Drop Out, Oxford University",False,1945-03-28
9090,David White,0.2,Germany,Manufacturing,8392,34,Frankfurt,Germany,In Relationship,0,"Master of Business Administration, MIT",False,1991-03-17
9091,Robert Harris,0.2,United States,Manufacturing,8392,48,"Los Angeles, CA",United States,Single,3,"Drop Out, Harvard University",False,1977-03-20
9092,David Martin,0.2,China,Finance,8392,60,Shenzhen,China,Married,0,"Master of Business Administration, Yale University",True,1965-03-23
9093,John Johnson,0.2,France,Finance,8392,39,Lyon,France,Married,2,"PhD, MIT",False,1986-03-18
9094,David Taylor,0.2,Brazil,Energy,8392,45,Rio de Janeiro,Brazil,Divorced,2,"PhD, Yale University",True,1980-03-19
9095,Daniel Brown,0.2,United States,Technology,8392,57,"Los Angeles, CA",United States,Single,1,"PhD, Oxford University",False,1968-03-22
9096,Olivia Thomas,0.2,India,Energy,8392,42,Delhi,India,Divorced,4,"PhD, Harvard University",True,1983-03-19
9097,John Taylor,0.2,United States,Retail,8392,69,"New York, NY",United States,In Relationship,5,"PhD, Oxford University",False,1956-03-25
9098,Robert Taylor,0.2,Brazil,Retail,8392,51,Brasilia,Brazil,Divorced,1,"PhD, Stanford University",False,1974-03-21
9099,Sophia Harris,0.2,Germany,Retail,8392,74,Munich,Germany,Single,2,"Bachelor of Arts/Science, Harvard University",True,1951-03-27
9100,Daniel Martin,0.2,Germany,Manufacturing,8392,27,Frankfurt,Germany,In Relationship,1,"PhD, Yale University",False,1998-03-15
9101,Daniel Smith,0.2,Germany,Healthcare,8392,65,Munich,Germany,Married,4,"Bachelor of Arts/Science, Cambridge University",False,1960-03-24
9102,Jane Brown,0.2,United States,Healthcare,8392,66,"Los Angeles, CA",United States,Single,2,"Master of Business Administration, Stanford University",True,1959-03-25
9103,Daniel Brown,0.2,India,Retail,8392,87,Mumbai,India,In Relationship,5,"Drop Out, Harvard University",True,1938-03-30
9104,Olivia White,0.2,India,Finance,8392,88,Bangalore,India,Divorced,4,"PhD, Harvard University",False,1937-03-30
9105,Jane Harris,0.2,United States,Manufacturing,8392,26,"Chicago, IL",United States,Married,3,"Master of Business Administration, Cambridge University",False,1999-03-15
9106,John Jackson,0.2,France,Retail,8392,33,Paris,France,In Relationship,2,"PhD, Yale University",True,1992-03-16
9107,David Jackson,0.2,France,Healthcare,8392,80,Marseille,France,In Relationship,3,"Master of Business Administration, MIT",True,1945-03-28
9108,Emily Anderson,0.2,Germany,Finance,8392,87,Frankfurt,Germany,Single,3,"Drop Out, Cambridge University",False,1938-03-30
9109,David Johnson,0.2,Brazil,Manufacturing,8392,65,São Paulo,Brazil,Divorced,3,"Drop Out, MIT",True,1960-03-24
9110,Sophia Jackson,0.2,France,Manufacturing,8392,43,Marseille,France,Married,4,"Bachelor of Arts/Science, Stanford University",True,1982-03-19
9111,Sarah Martin,0.2,China,Manufacturing,8392,57,Shanghai,China,Single,5,"Master of Business Administration, Oxford University",False,1968-03-22
9112,John Brown,0.2,Germany,Technology,8392,40,Frankfurt,Germany,In Relationship,0,"Bachelor of Arts/Science, MIT",True,1985-03-18
9113,Jane Martin,0.2,India,Manufacturing,8392,72,Delhi,India,Single,1,"Drop Out, MIT",True,1953-03-26
9114,Sarah Taylor,0.2,China,Manufacturing,8392,77,Shanghai,China,Married,4,"Drop Out, MIT",False,1948-03-27
9115,Michael Brown,0.2,China,Manufacturing,8392,77,Shanghai,China,In Relationship,2,"Master of Business Administration, Harvard University",True,1948-03-27
9116,Emily Anderson,0.2,Germany,Manufacturing,8392,85,Munich,Germany,In Relationship,1,"Bachelor of Arts/Science, Cambridge University",True,1940-03-29
9117,Jane Jackson,0.2,Germany,Retail,8392,83,Berlin,Germany,Divorced,3,"Bachelor of Arts/Science, Yale University",False,1942-03-29
9118,Sarah White,0.2,Germany,Retail,8392,55,Berlin,Germany,Divorced,4,"PhD, Harvard University",True,1970-03-22
9119,Emily Smith,0.2,China,Technology,8392,40,Shanghai,China,In Relationship,0,"PhD, Stanford University",True,1985-03-18
9120,Sarah Thomas,0.2,China,Technology,8392,79,Shenzhen,China,Single,5,"PhD, MIT",False,1946-03-28
9121,Daniel Anderson,0.2,France,Healthcare,8392,89,Lyon,France,In Relationship,2,"Bachelor of Arts/Science, Stanford University",True,1936-03-30
9122,John Harris,0.2,United States,Real Estate,8392,62,"Chicago, IL",United States,Divorced,5,"Bachelor of Arts/Science, Yale University",False,1963-03-24
9123,Olivia Johnson,0.2,United States,Retail,8392,47,"New York, NY",United States,Married,5,"Master of Business Administration, MIT",False,1978-03-20
9124,Robert Jackson,0.2,China,Healthcare,8392,76,Shenzhen,China,Married,4,"PhD, Cambridge University",True,1949-03-27
9125,John Harris,0.2,France,Real Estate,8392,86,Paris,France,Single,1,"Bachelor of Arts/Science, MIT",True,1939-03-30
9126,Robert Anderson,0.2,Brazil,Retail,8392,29,Brasilia,Brazil,Divorced,0,"Bachelor of Arts/Science, Stanford University",True,1996-03-15
9127,Daniel Martin,0.2,China,Technology,8392,41,Shenzhen,China,Married,1,"Drop Out, Yale University",True,1984-03-18
9128,Olivia Johnson,0.2,China,Manufacturing,8392,83,Shanghai,China,Married,4,"Master of Business Administration, MIT",False,1942-03-29
9129,Daniel Smith,0.2,China,Energy,8392,53,Shenzhen,China,Divorced,2,"PhD, Yale University",False,1972-03-21
9130,David Smith,0.2,United States,Healthcare,8392,39,"New York, NY",United States,Married,0,"PhD, Stanford University",True,1986-03-18
9131,Daniel White,0.2,Brazil,Manufacturing,8392,60,São Paulo,Brazil,Divorced,4,"Master of Business Administration, Stanford University",True,1965-03-23
9132,Olivia Harris,0.2,United States,Healthcare,8392,44,"Chicago, IL",United States,In Relationship,4,"Bachelor of Arts/Science, MIT",False,1981-03-19
9133,Robert Anderson,0.2,China,Finance,8392,87,Beijing,China,In Relationship,5,"PhD, Yale University",True,1938-03-30
9134,Sophia Taylor,0.2,United States,Healthcare,8392,71,"New York, NY",United States,Married,3,"Drop Out, MIT",True,1954-03-26
9135,Sarah Harris,0.2,Germany,Technology,8392,75,Frankfurt,Germany,Divorced,3,"Drop Out, Cambridge University",False,1950-03-27
9136,John Martin,0.2,France,Energy,8392,76,Marseille,France,In Relationship,3,"Master of Business Administration, Cambridge University",False,1949-03-27
9137,Sophia Smith,0.2,India,Healthcare,8392,65,Bangalore,India,Married,2,"Drop Out, Cambridge University",True,1960-03-24
9138,Emily Martin,0.2,United States,Finance,8392,79,"Los Angeles, CA",United States,In Relationship,2,"Master of Business Administration, MIT",False,1946-03-28
9139,Jane Thomas,0.2,Brazil,Finance,8392,49,Rio de Janeiro,Brazil,In Relationship,2,"Bachelor of Arts/Science, Cambridge University",False,1976-03-20
9140,Olivia Smith,0.2,China,Healthcare,8392,36,Shenzhen,China,In Relationship,5,"Bachelor of Arts/Science, Yale University",True,1989-03-17
9141,Robert White,0.2,France,Manufacturing,8392,87,Paris,France,Divorced,1,"PhD, MIT",False,1938-03-30
